,rand_smi,cano_smi,Class,pIC50
858,c1c(cc(F)cc1CC(C(C[NH2+]Cc1cc(ccc1)OC)O)NC(c1cn(c2ccc(cc12)C(F)(F)F)C(N(CCCC)C)=O)=O)F,CCCCN(C)C(=O)n1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)c2cc(C(F)(F)F)ccc21,0,6.7958798
859,C1([NH2+]CC(C1)OCCC)C(C(NC(=O)C(C)N1CCC(C1=O)C(C)C)Cc1cc(F)cc(c1)F)O,CCCOC1C[NH2+]C(C(O)C(Cc2cc(F)cc(F)c2)NC(=O)C(C)N2CCC(C(C)C)C2=O)C1,0,6.7958798
860,C(C)(c1cc(C2([NH2+]CC(O)C(NC(=O)C)Cc3cc(cc(F)c3)F)CCCCC2)ccc1)(C)C#N,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C#N)c2)CCCCC1,0,6.779892
861,c1ccc(c(c1)-c1n(c(-c2ccc(OCCCCC)cc2)cc1)Cc1ccc(c(N)n1)NCCO)Cl,CCCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2ccc(NCCO)c(N)n2)cc1,0,6.7695513
862,CC(C)(c1cc(O)cc(c1)C1(CCCCC1)[NH2+]CC(C(NC(=O)C)Cc1cc(cc(F)c1)F)O)C,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cc(O)cc(C(C)(C)C)c2)CCCCC1,0,6.7695513
863,FC(F)Oc1ccc([C@]2(C(N(C)C(=N2)N)=O)c2ccccc2)cc1,CN1C(=O)[C@](c2ccccc2)(c2ccc(OC(F)F)cc2)N=C1N,0,6.7695513
864,O=C1N(C(C)C(=O)NC(C(C[NH2+]Cc2cccc(c2)OC)O)Cc2cc(F)cc(c2)F)CCC1C(C)C,COc1cccc(C[NH2+]CC(O)C(Cc2cc(F)cc(F)c2)NC(=O)C(C)N2CCC(C(C)C)C2=O)c1,0,6.7695513
865,N1=C(C(=NC1(c1cccc(-c2cc(OC)ccc2)c1)c1ccncc1)N)C,COc1cccc(-c2cccc(C3(c4ccncc4)N=C(C)C(N)=N3)c2)c1,0,6.7695513
866,Clc1cc2c(C(NC(c3nc4ccncc4c(=O)[nH]3)Cc3ccccc3)=NC(C)(C2)C)cc1,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccccc2)c2nc3ccncc3c(=O)[nH]2)=N1,0,6.7695513
867,C/C(c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](C[NH2+]Cc2cc(OC)ccc2)O)cc(c1)N(C)S(C)(=O)=O)=N/OCC(C)C,COc1cccc(C[NH2+]C[C@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(/C(C)=N\OCC(C)C)cc(N(C)S(C)(=O)=O)c2)c1,0,6.7619538
868,C1CCCCC1([NH2+]CC(C(Cc1cc(cc(F)c1)F)NC(C)=O)O)c1cc(Br)cc(C(C)(C)C)c1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cc(Br)cc(C(C)(C)C)c2)CCCCC1,0,6.7594509
869,C([NH2+]CC(C1Cc2cc(ccc2)OCCCCNc2cc(C(N1)=O)cc(c2)COC)O)(c1cccc(c1)C(C)(C)C)CF,COCc1cc2cc(c1)C(=O)NC(C(O)C[NH2+]C(CF)c1cccc(C(C)(C)C)c1)Cc1cccc(c1)OCCCCN2,0,6.7520266
870,C1CCCCC1NC(=O)C([NH2+]CC(O)C(NC(c1cccc(N(Cc2ccccc2)S(=O)(=O)C)c1)=O)Cc1ccccc1)C,CC([NH2+]CC(O)C(Cc1ccccc1)NC(=O)c1cccc(N(Cc2ccccc2)S(C)(=O)=O)c1)C(=O)NC1CCCCC1,0,6.7447276
871,c1(F)cc(CC(C(O)C[NH2+]C2(c3cc(ccc3)C3OCCC3)CCCCC2)NC(=O)C)cc(c1)F,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C3CCCO3)c2)CCCCC1,0,6.7447276
872,C1CCCC(c2cc(cc(c2)C)C(C)(C)C)([NH2+]CC(C(Cc2cc(cc(c2)F)F)NC(C)=O)O)C1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cc(C)cc(C(C)(C)C)c2)CCCCC1,0,6.7447276
873,c1c(cccc1-c1cncnc1)C1(c2c(C)sc(c2)CC)N=C(N)N(C)C1=O,CCc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)c(C)s1,0,6.7447276
874,c1c2C(=O)NC(C(C[NH2+]Cc3cccc(C(C)C)c3)O)COC/C=C/CCCNC(=O)c(c2)cc1N(S(C)(=O)=O)C,CC(C)c1cccc(C[NH2+]CC(O)C2COC/C=C/CCCNC(=O)c3cc(cc(N(C)S(C)(=O)=O)c3)C(=O)N2)c1,0,6.7447276
875,c12c(cc(cc1NCC)C(NC(C(O)C[NH2+]C1CCOCC1)Cc1ccccc1)=O)N(S(=O)(=O)CCC2)C,CCNc1cc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]C2CCOCC2)cc2c1CCCS(=O)(=O)N2C,0,6.7212462
876,c1ccc([C@]2(c3cc4c(OCCO4)cc3)C3N(CCCN=3)C(=[NH+]2)N)cc1-c1c(F)nccc1,NC1=[NH+][C@@](c2cccc(-c3cccnc3F)c2)(c2ccc3c(c2)OCCO3)C2=NCCCN21,0,6.7212462
877,[C@@]1(c2ccc(cc2)OC(F)(F)F)(C2=NC(C)(CN2C(N)=[NH+]1)C)c1cc(-c2cccnc2F)ccc1,CC1(C)CN2C(=N1)[C@@](c1ccc(OC(F)(F)F)cc1)(c1cccc(-c3cccnc3F)c1)[NH+]=C2N,0,6.7212462
878,OC(C[NH2+]C(C)C(NC1CCCCC1)=O)C(NC(c1cc(N(c2ccc(cc2)C#N)S(C)(=O)=O)ccc1)=O)Cc1ccccc1,CC([NH2+]CC(O)C(Cc1ccccc1)NC(=O)c1cccc(N(c2ccc(C#N)cc2)S(C)(=O)=O)c1)C(=O)NC1CCCCC1,0,6.7212462
879,c1c(cc(F)cc1F)CC(C(C[NH2+]Cc1cc(ccc1)OC)O)NC(=O)c1cn(c2ccccc12)C(NCCCC)=O,CCCCNC(=O)n1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)c2ccccc21,0,6.7212462
880,O=S1(=O)CC(C(O)C([NH2+]Cc2cccc(c2)C(C)C)C1)Cc1cc(c(O)cc1)CCC,CCCc1cc(CC2CS(=O)(=O)CC([NH2+]Cc3cccc(C(C)C)c3)C2O)ccc1O,0,6.7212462
881,CC(c1cccc(C([NH2+]C[C@H]([C@H](Cc2cc(F)cc(F)c2)NC(=O)C)O)(C)C)c1)(C)C,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)C[NH2+]C(C)(C)c1cccc(C(C)(C)C)c1,0,6.6989698
882,c1cc(cc(c1)OCCC(F)(F)F)[C@@]1(c2ccc(OC(F)F)cc2)N=C(N)N(C)C1=O,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(OCCC(F)(F)F)c2)N=C1N,0,6.6989698
883,c1c([C@@]2(c3ccc(OC(F)F)cc3)N=C(N(C)C2=O)N)cccc1OC(F)F,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(OC(F)F)c2)N=C1N,0,6.6989698
884,c1(cccc(c1)C(C)(C)C)C[NH2+]C1CS(=O)(=O)CC(C1O)Cc1cc2c(cc1)[nH]cc2CC,CCc1c[nH]c2ccc(CC3CS(=O)(=O)CC([NH2+]Cc4cccc(C(C)(C)C)c4)C3O)cc12,0,6.6989698
885,[NH+]1=C(N)N2C(=NCCC2)[C@@]1(c1ccc(OC(F)(F)F)cc1)c1cccc(c1)CCC1CC1,NC1=[NH+][C@](c2ccc(OC(F)(F)F)cc2)(c2cccc(CCC3CC3)c2)C2=NCCCN21,0,6.6777806
886,N(C(C)=O)C(C(C[NH2+]C1(c2cc(C(C)(C)C)ccc2)CCC(CC1)S(=O)(=O)C)O)Cc1cc(F)cc(c1)F,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCC(S(C)(=O)=O)CC1,0,6.6777806
887,c1ccc(C2([NH2+]CC(C(NC(=O)C)Cc3cc(F)cc(c3)F)O)CCC(CC2)NC=O)cc1C(C)(C)C,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCC(NC=O)CC1,0,6.6777806
888,NC1=N[C@](C2CCCCC2)(c2cc(ccc2)NC(=O)COC)C(=O)N1C,COCC(=O)Nc1cccc([C@@]2(C3CCCCC3)N=C(N)N(C)C2=O)c1,0,6.6777806
889,C(c1ccccc1)C(C(O)C[NH2+]Cc1cccc(C(F)(F)F)c1)NC(c1cccc(c1)N(S(=O)(C)=O)c1ccncc1)=O,CS(=O)(=O)N(c1ccncc1)c1cccc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)c1,0,6.6777806
890,CC(C)(C)Cn1ccc(n1)C1([NH2+]CC(O)C(NC(=O)C)Cc2cc(F)cc(c2)F)CCCCC1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2ccn(CC(C)(C)C)n2)CCCCC1,0,6.6777806
891,c1c(F)cc(cc1F)CC(NC(=O)c1cn(C(=O)N(CC2CC2)CCC)c2ncccc21)C(C[NH2+]Cc1cccc(c1)OC)O,CCCN(CC1CC1)C(=O)n1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)c2cccnc21,0,6.6777806
892,O(C)CC(C(F)(F)F)Oc1cc(CC2C(O)C(CS(C2)=O)[NH2+]Cc2cccc(c2)OC(F)(F)F)cc(F)c1N,COCC(Oc1cc(CC2CS(=O)CC([NH2+]Cc3cccc(OC(F)(F)F)c3)C2O)cc(F)c1N)C(F)(F)F,0,6.6736641
893,CC(C)(c1cc(C2([NH2+]CC(O)C(NC(C)=O)Cc3cc(cc(c3)F)F)CCCC2)ccc1)C,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCCC1,0,6.6575775
894,c1cc(-c2ccc(OCCCCC)cc2)n(c1-c1c(Cl)cccc1)Cc1ccc(c(n1)N)NCCCO,CCCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2ccc(NCCCO)c(N)n2)cc1,0,6.6575775
895,O=S1(CC(Cc2cc3c(cc2)[nH]nc3CCC)C(C([NH2+]Cc2cccc(C(C)(C)C)c2)C1)O)=O,CCCc1n[nH]c2ccc(CC3CS(=O)(=O)CC([NH2+]Cc4cccc(C(C)(C)C)c4)C3O)cc12,0,6.6575775
896,c1(C(C)(C)C)cc(cc(I)c1)C1(CCCCC1)[NH2+]CC(C(NC(C)=O)Cc1cc(F)cc(F)c1)O,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cc(I)cc(C(C)(C)C)c2)CCCCC1,0,6.6516953
897,N(c1c(Cl)cc(cc1Cl)CNC(=[NH2+])NC(Cn1ccc2ccc(cc21)OC)=O)C(=O)C,COc1ccc2ccn(CC(=O)NC(=[NH2+])NCc3cc(Cl)c(NC(C)=O)c(Cl)c3)c2c1,0,6.6497521
898,C(F)(F)(C(Oc1cc(CC2C(O)C(CS(C2)=O)[NH2+]Cc2nccc(c2)C(C)(C)C)cc(c1N)F)COC)F,COCC(Oc1cc(CC2CS(=O)CC([NH2+]Cc3cc(C(C)(C)C)ccn3)C2O)cc(F)c1N)C(F)(F)F,0,6.6458917
899,C1([NH2+]C[C@H]([C@H](Cc2cc(cc(c2)F)F)NC(=O)C)O)(c2cccc(c2)C(C(F)F)(C)C)CC1,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)C[NH2+]C1(c2cccc(C(C)(C)C(F)F)c2)CC1,0,6.6382723
900,C(=O)(Nc1ccc2OC(C)(C)CC3(c2c1)C(=O)N(C)C(N)=N3)c1oc(C)cc1,Cc1ccc(C(=O)Nc2ccc3c(c2)C2(CC(C)(C)O3)N=C(N)N(C)C2=O)o1,0,6.6382723
901,Fc1cc(cc(CC(NC(C)=O)C(C[NH2+]C2(c3cc(C(C)(C)C)ccc3)CCC(NC(OC)=O)CC2)O)c1)F,COC(=O)NC1CCC([NH2+]CC(O)C(Cc2cc(F)cc(F)c2)NC(C)=O)(c2cccc(C(C)(C)C)c2)CC1,0,6.6197886
902,c1(cc(F)cc(c1)CC(C(O)C[NH2+]C1(c2cc(ccc2)C(C)(C)C)CCC(CC1)N(O)C(=O)C)NC(C)=O)F,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCC(N(O)C(C)=O)CC1,0,6.6197886
903,c1c(cc(cc1F)OCC(NC(c1cc(cc(c1)C(NC(c1ccccc1)C)=O)N(S(=O)(=O)C)C)=O)C(CC(OC)COCc1ccccc1)O)F,COC(COCc1ccccc1)CC(O)C(COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1,0,6.6197886
904,O=C1C(c2ccncc2)(N=C(N)N1C)c1cccc(c1)-c1cscc1,CN1C(=O)C(c2ccncc2)(c2cccc(-c3ccsc3)c2)N=C1N,0,6.6197886
905,O=C(N(CCC)CCC)n1c2ccccc2c(c1)C(NC(Cc1ccccc1)C(C[NH2+]Cc1cc(OC)ccc1)O)=O,CCCN(CCC)C(=O)n1cc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(OC)c2)c2ccccc21,0,6.6197886
906,O1CC(NC(=O)c2cc(N(S(=O)(=O)C)C)cc(C(NC(c3ccccc3)c3cc(ccc3)C1)=O)c2)C(CC(C(NC(C(=O)NCc1ccccc1)SC(C)C)=O)C(C)C)O,CC(C)SC(NC(=O)C(CC(O)C1COCc2cccc(c2)C(c2ccccc2)NC(=O)c2cc(cc(N(C)S(C)(=O)=O)c2)C(=O)N1)C(C)C)C(=O)NCc1ccccc1,0,6.6197886
907,FC(F)(F)c1cc(C2(c3c(C(=N2)N)c(ccc3)F)c2cccc(c2)-c2cncnc2)ccn1,NC1=NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)(F)F)c2)c2cccc(F)c21,0,6.6179829
908,C(C)(CO/N=C(/c1cc(cc(c1)N(S(C)(=O)=O)c1ccccc1)C(=O)N[C@@H](Cc1cc(cc(c1)F)F)[C@@H](O)C[NH2+]Cc1cc(OC)ccc1)C)C,COc1cccc(C[NH2+]C[C@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(/C(C)=N/OCC(C)C)cc(N(c3ccccc3)S(C)(=O)=O)c2)c1,0,6.6161847
909,O=C(NC(Cc1ccccc1)C(C[NH2+]C1CCCCC1)O)c1cc(ccc1)N(c1ccccc1)S(=O)(C)=O,CS(=O)(=O)N(c1ccccc1)c1cccc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]C2CCCCC2)c1,0,6.6143937
910,c12c3cc(cc2c(CC)cn1CCS(=O)(=O)O3)C(=O)NC(Cc1ccccc1)[C@H](O)C[NH2+]C1CC1,CCc1cn2c3c(cc(C(=O)NC(Cc4ccccc4)[C@H](O)C[NH2+]C4CC4)cc13)OS(=O)(=O)CC2,0,6.6020598
911,c1cc(cnc1)-c1cccc(C2(N=C(N(C2=O)C)N)c2ccc3c(c2)OCO3)c1,CN1C(=O)C(c2cccc(-c3cccnc3)c2)(c2ccc3c(c2)OCO3)N=C1N,0,6.6020598
912,N1C(c2cc(ccc2)-c2cccc(c2)C(F)(F)F)(C(N(C)C=1N)=O)c1ccncc1,CN1C(=O)C(c2ccncc2)(c2cccc(-c3cccc(C(F)(F)F)c3)c2)N=C1N,0,6.6020598
913,C(C(C(NC(C)=O)Cc1cc(F)cc(c1)F)O)[NH2+]C1(CCCCC1)c1cc(N2C(CCCC2)=O)ccc1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(N3CCCCC3=O)c2)CCCCC1,0,6.6020598
914,c1(C#N)cncc(-c2cccc(c2)C2(c3c(C(N)=N2)c(ccc3)F)c2cc(C(F)(F)F)ncc2)c1,N#Cc1cncc(-c2cccc(C3(c4ccnc(C(F)(F)F)c4)N=C(N)c4c(F)cccc43)c2)c1,0,6.5968795
915,c1c(C(CO)(C)C)cccc1C1([NH2+]CC(O)C(Cc2cc(F)cc(c2)F)NC(C)=O)CCCCC1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)CO)c2)CCCCC1,0,6.5850267
916,C#Cc1cccc(c1)[C@]1(N=C(N(C1=O)C)N)c1ccc(cc1)OC(F)F,C#Cc1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1,0,6.5850267
917,c1(-c2cc3c(cc2)OC(CC32C(=O)N(C(=N2)N)CC)(C)C)cc(ccc1)Cl,CCN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cccc(Cl)c4)cc32)N=C1N,0,6.5850267
918,c1ccc(cc1C1(c2ccncc2)N=C(N2C1=NCCC2)N)-c1cnccc1,NC1=NC(c2ccncc2)(c2cccc(-c3cccnc3)c2)C2=NCCCN12,0,6.5799999
919,c1c(cc(F)cc1F)CC(NC(C)=O)C(O)C[NH2+]C1(c2cc(ccc2)-n2cccn2)COCCC1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(-n3cccn3)c2)CCCOC1,0,6.5686364
920,C1C2CC3CC(C4(C(N(C(=N4)N)C)=O)c4ccc(OC)c(OC)c4)(CC1C3)C2,COc1ccc(C2(C34CC5CC(CC(C5)C3)C4)N=C(N)N(C)C2=O)cc1OC,0,6.5686364
921,N1C(c2cc(cc(C(NCC/C=C/COCC1C(O)C[NH2+]Cc1ccccc1)=O)c2)N(C)S(=O)(C)=O)=O,CN(c1cc2cc(c1)C(=O)NC(C(O)C[NH2+]Cc1ccccc1)COC/C=C/CCNC2=O)S(C)(=O)=O,0,6.5686364
922,[NH+]1(Cc2ccc(cc2)O)C(CC2(N(c3cc(F)ccc3)S(=O)(N(C2)C)=O)CC1)C,CC1CC2(CC[NH+]1Cc1ccc(O)cc1)CN(C)S(=O)(=O)N2c1cccc(F)c1,0,6.5686364
923,n1cc(-c2cccc(C3(N=C(C(C)=N3)N)c3ccc(cc3)OC)c2)cnc1,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1,0,6.5686364
924,C1C2(c3cc(ccc3OC1(C)C)C1CCCCC1)C(N(C)C(=N2)N)=O,CN1C(=O)C2(CC(C)(C)Oc3ccc(C4CCCCC4)cc32)N=C1N,0,6.5559554
925,C1C2CC3CC1(CC(C2)C3)C1(c2cc(c(cc2)OC)CC)N=C(N)N(C)C1=O,CCc1cc(C2(C34CC5CC(CC(C5)C3)C4)N=C(N)N(C)C2=O)ccc1OC,0,6.5528421
926,c1(Oc2nccs2)ccc(-c2ccc(-c3ccccc3Cl)n2Cc2nc(N)ccc2)cc1,Nc1cccc(Cn2c(-c3ccc(Oc4nccs4)cc3)ccc2-c2ccccc2Cl)n1,0,6.5376019
927,c1ccc(N(S(C)(=O)=O)c2cccc(c2)C(NC(Cc2ccccc2)C(C[NH2+]Cc2cccc(c2)C(F)(F)F)O)=O)nc1,CS(=O)(=O)N(c1cccc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)c1)c1ccccn1,0,6.5376019
928,C1C[C@H](c2cc(ccc2)C2([NH2+]C[C@H]([C@H](Cc3cc(cc(F)c3)F)NC(C)=O)O)CCOCC2)CO1,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)C[NH2+]C1(c2cccc([C@H]3CCOC3)c2)CCOCC1,0,6.5376019
929,C(F)C(C)(c1cccc(c1)C1(CC1)[NH2+]C[C@H]([C@H](Cc1cc(cc(F)c1)F)NC(=O)C)O)C,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)C[NH2+]C1(c2cccc(C(C)(C)CF)c2)CC1,0,6.5376019
930,c1(cc(ccc1)C(C)C)C[NH2+]CC(C1NC(=O)c2cccc(c2)NCCCCOc2cccc(C1)c2)O,CC(C)c1cccc(C[NH2+]CC(O)C2Cc3cccc(c3)OCCCCNc3cccc(c3)C(=O)N2)c1,0,6.5346169
931,c1(ccc(NC(=O)c2ncccc2)cc1C1(C(F)(COC(=N1)N)F)C)F,CC1(c2cc(NC(=O)c3ccccn3)ccc2F)N=C(N)OCC1(F)F,0,6.5316525
932,C(Nc1cccc(C2(N=C(C(N(C2)C)=O)N)C)c1)(c1ccc(Cl)cn1)=O,CN1CC(C)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)N=C(N)C1=O,0,6.5301781
933,c1cc(cc(C2(C(=O)N(C(=N2)N)C)c2cc(C)nc(c2)C(C)C)c1)-c1cncnc1,Cc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc(C(C)C)n1,0,6.5228786
934,O=C(C([NH2+]CC(C(NC(=O)c1cc(N(S(=O)(C)=O)C2CCCCC2)ccc1)Cc1ccccc1)O)C)NC1CCCCC1,CC([NH2+]CC(O)C(Cc1ccccc1)NC(=O)c1cccc(N(C2CCCCC2)S(C)(=O)=O)c1)C(=O)NC1CCCCC1,0,6.5228786
935,[NH2+](Cc1cccc(C(C)C)c1)C1C(C(CS(=O)(C1)=O)Cc1cc(c(O)cc1)Br)O,CC(C)c1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3ccc(O)c(Br)c3)C2O)c1,0,6.5228786
936,c1(CC(CO)(C(OCc2cc(cc(c2)C(=O)NC(c2ccc(F)cc2)C)N(S(=O)(C)=O)C)=O)[NH3+])ccccc1,CC(NC(=O)c1cc(COC(=O)C([NH3+])(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,0,6.5086384
937,C(O)(C(Cc1ccccc1)NC(c1cc(N(c2ccccc2C#N)S(=O)(C)=O)ccc1)=O)C[NH2+]C(C)C(=O)NC1CCCCC1,CC([NH2+]CC(O)C(Cc1ccccc1)NC(=O)c1cccc(N(c2ccccc2C#N)S(C)(=O)=O)c1)C(=O)NC1CCCCC1,0,6.5086384
938,CC1C(=NC(c2cc(-c3cc(Cl)cnc3)ccc2)(N=1)C1CC1)N,CC1=NC(c2cccc(-c3cncc(Cl)c3)c2)(C2CC2)N=C1N,0,6.5086384
939,CC1(N=C(c2ccc(cc2C1)Cl)NC(C([O-])=O)Cc1c(csc1)Br)C,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2cscc2Br)C(=O)[O-])=N1,0,6.5086384
940,C(C(O)C(Cc1cc(F)cc(F)c1)NC(=O)C)[NH2+]C1(c2cc(cc(c2)C(C)(C)C)N)CCCCC1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cc(N)cc(C(C)(C)C)c2)CCCCC1,0,6.4975729
941,c1(ccc(C2(c3cc(cc(c3)F)-c3cncnc3)C(=O)N(C(=N2)N)C)cc1)OC(F)(F)F,CN1C(=O)C(c2ccc(OC(F)(F)F)cc2)(c2cc(F)cc(-c3cncnc3)c2)N=C1N,0,6.4948502
942,c1(C2([NH2+]CC(O)C(NC(C)=O)Cc3cc(F)cc(c3)F)CCCCC2)cc(sc1)C(C)C,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2csc(C(C)C)c2)CCCCC1,0,6.4948502
943,O(C)c1ccc(C2(N=C(n3c2cc(C)n3)N)c2cc(-c3cncnc3)ccc2)cc1,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)n3nc(C)cc32)cc1,0,6.4948502
944,N1(C(=O)N)CCCC([NH2+]CC(C(Cc2cc(F)cc(c2)F)NC(=O)C)O)(C1)c1cc(ccc1)C(C)(C)C,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCCN(C(N)=O)C1,0,6.4814858
945,C1(=O)C(N=C(N)N1C)(c1ccc(OCC)cc1)C12CC3CC(C2)CC(C1)C3,CCOc1ccc(C2(C34CC5CC(CC(C5)C3)C4)N=C(N)N(C)C2=O)cc1,0,6.4814858
946,C1([C@](N=C(N1C)N)(c1cc(C#CC2CCCCC2)ccc1)c1ccc(OC(F)F)cc1)=O,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(C#CC3CCCCC3)c2)N=C1N,0,6.4814858
947,N1=C(C(=NC1(c1cc(-c2cccnc2)ccc1)c1ccc(OC)cc1)N)C,COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(C)C(N)=N2)cc1,0,6.4814858
948,OC(C(Cc1cc(cc(c1)F)F)NC(=O)C)C[NH2+]C1(c2cc(N3C4CCC(C3=O)C4)ccc2)CCCCC1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(N3C(=O)C4CCC3C4)c2)CCCCC1,0,6.4685211
949,c1c(cc(cc1CC(C(C[NH2+]C1(CC1)c1cc(CC(C)(C)C)ccc1)O)NC(=O)C)F)F,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(CC(C)(C)C)c2)CC1,0,6.4672456
950,C(NC(c1ccc(cc1)F)C)(c1cc(N(C)S(=O)(=O)C)cc(COCC(Cc2ccccc2)([NH3+])C)c1)=O,CC(NC(=O)c1cc(COCC(C)([NH3+])Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,0,6.4634414
951,c1c(-c2cccc(SC)c2)cc2c(OC(C)(C)CC32C(N(C(N)=N3)C)=O)c1,CSc1cccc(-c2ccc3c(c2)C2(CC(C)(C)O3)N=C(N)N(C)C2=O)c1,0,6.4634414
952,c1c(F)cc(cc1CC(NC(C)=O)C(C[NH2+]C1(c2cnn(CC(C)(C)C)c2)CC1)O)F,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cnn(CC(C)(C)C)c2)CC1,0,6.4609237
953,C1(=O)NCC(N)=NC1(C)c1cccc(c1)NC(=O)c1ncc(cc1)Cl,CC1(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)N=C(N)CNC1=O,0,6.4584208
954,CC(NC1CCC(CC1)(c1cccc(c1)C(C)(C)C)[NH2+]CC(C(NC(C)=O)Cc1cc(cc(c1)F)F)O)=O,CC(=O)NC1CCC([NH2+]CC(O)C(Cc2cc(F)cc(F)c2)NC(C)=O)(c2cccc(C(C)(C)C)c2)CC1,0,6.4559321
955,C1(=O)N(Cc2ccc(CNC(=O)NCCCC)cc2)C(NC1(CCC1CCCCC1)CC1CCCCC1)=N,CCCCNC(=O)NCc1ccc(CN2C(=N)NC(CCC3CCCCC3)(CC3CCCCC3)C2=O)cc1,0,6.4559321
956,CC(c1cccc(c1)C[NH2+]C1C(O)C(Cc2ccc(c(c2)F)N)CS(=O)(C1)=O)(C)C,CC(C)(C)c1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3ccc(N)c(F)c3)C2O)c1,0,6.4559321
