,rand_smi,cano_smi,CT_TOX
889,c1c(ccc(c1)C(=O)N1CCc2[nH]c(nc2-c2ccccc12)C)NC(c1c(cccc1)-c1ccccc1)=O,Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2,0
890,Cc1c(c(c(c(I)c1C([O-])=O)NC(=O)C)I)C(=O)NC,CNC(=O)c1c(C)c(C(=O)[O-])c(I)c(NC(C)=O)c1I,0
891,c1c(cc(C2C(=C(NC(=C2C(=O)OC(C)C)C)C)C(=O)OCCOC)cc1)[N+]([O-])=O,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,0
892,CC(OC(C1=C(C)NC(=C(C1c1cccc2nonc12)C(OC)=O)C)=O)C,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,0
893,C1(=C(C(C(=C(N1)C)C(OC)=O)c1ccccc1[N+]([O-])=O)C(OC)=O)C,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],0
894,C1(C(=O)OCC(C)C)=C(NC(C)=C(C1c1c([N+]([O-])=O)cccc1)C(OC)=O)C,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],0
895,O=C(C1C(c2cccc([N+](=O)[O-])c2)C(C(OC)=O)=C(NC=1C)C)OCC[NH+](Cc1ccccc1)C,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC[NH+](C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,0
896,c1(c(OC)c(c(c2C(OCc21)=O)O)C/C=C(/CCC(OCCN1CCOCC1)=O)C)C,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,1
897,C(CCC(C)C)[C@@H](C)CCC[C@H](CCC[C@]1(Oc2c(c(c(c(c2C)C)OC(=O)C)C)CC1)C)C,CC(=O)Oc1c(C)c(C)c2c(c1C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,0
898,C1(C)(CCCC(CCCC(CCCC(C)C)C)C)CCc2c(c(OC(=O)C)c(c(C)c2O1)C)C,CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,0
899,C(O)c1c(CO)cnc(c1O)C,Cc1ncc(CO)c(CO)c1O,0
900,O=P([O-])([O-])OCc1cnc(C)c(c1CN(CC([O-])=O)CC[NH+](CC([O-])=O)Cc1c(O)c(C)ncc1COP(=O)([O-])[O-])O,Cc1ncc(COP(=O)([O-])[O-])c(CN(CC[NH+](CC(=O)[O-])Cc2c(COP(=O)([O-])[O-])cnc(C)c2O)CC(=O)[O-])c1O,0
901,C(=C/C(C)=C/C=C/C(C)=C/C([O-])=O)\C1=C(C)CCCC1(C)C,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)[O-])C(C)(C)CCC1,0
902,C(/C=C(/C=C/C=C(C)/C=C/C1C(C)(CCCC=1C)C)C)=C\C=C(\C=C\C=C(\C=C\C1C(C)(CCCC=1C)C)C)C,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,0
903,C1(C(CCCC=1C)(C)C)/C=C/C(=C/C=C/C(=C/CO)C)C,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,0
904,CC1(C(=C(CCC1)C)/C=C/C(=C/C=C/C(=C\C([O-])=O)C)C)C,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)[O-])C(C)(C)CCC1,0
905,C(=C/C(=C\C=C\C(=C\C([O-])=O)C)C)\C1=C(CCCC1(C)C)C,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)[O-])C(C)(C)CCC1,0
906,c1c(ccc(NC(=O)CN(c2c(C)cccc2C)C(C2CCS(=O)(=O)CC2)=O)c1)-c1nocn1,Cc1cccc(C)c1N(CC(=O)Nc1ccc(-c2ncon2)cc1)C(=O)C1CCS(=O)(=O)CC1,1
907,c1(nc(nc(N2CCN(CC2)CCO)c1)C)Nc1ncc(s1)C(=O)Nc1c(Cl)cccc1C,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,1
908,O=C1[C@H]([C@H]2SC(C)(C)[C@H](C(=O)[O-])N12)NC(c1c(-c2c(Cl)cccc2Cl)noc1C)=O,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-],0
909,CC1([C@@H](N2[C@@H]([C@H](NC(=O)c3c(C)onc3-c3ccccc3)C2=O)S1)C([O-])=O)C,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-],0
910,c1cc(ccc1)-c1c(c(C)on1)-c1ccc(S(N)(=O)=O)cc1,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,0
911,c1(-c2noc(c2C(N[C@@H]2C(N3[C@@H]2SC(C)([C@@H]3C([O-])=O)C)=O)=O)C)c(cccc1)Cl,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-],0
912,C(OC[C@@H]1C2=C([NH+]3[C@]1(OC)[C@@H]1[C@@H](N1)C3)C(=O)C(C)=C(C2=O)[NH3+])(N)=O,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C([NH3+])C3=O)[NH+]1C[C@@H]1N[C@@H]12,0
913,O([C@@]12[C@@H](C3=C(N1C[C@H]1[C@@H]2N1)C(C(C)=C(C3=O)N)=O)COC(N)=O)C,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,1
914,O=C1c2c(C(C(C)=C1C/C=C(/CCC[C@H](C)CCC[C@@H](CCCC(C)C)C)C)=O)cccc2,CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O,0
915,C(=C)/C=C/CC1C(C[C@@H](C=1C)OC([C@H]1C(C)(C)[C@@H]1C=C(C)C)=O)=O,C=C/C=C/CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,0
916,C1C[NH+](CCc2c(C)nc3n(CCCC3O)c2=O)CCC1c1noc2cc(F)ccc12,Cc1nc2n(c(=O)c1CC[NH+]1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,0
917,n1oc2c(ccc(F)c2)c1C1CC[NH+](CC1)CCc1c(n2CCCCc2nc1C)=O,Cc1nc2n(c(=O)c1CC[NH+]1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,0
918,o1c2c(ccc(F)c2)c(n1)C1CCN(CC1)CCc1c(n2CCCCc2nc1C)=O,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,1
919,C(C[C@@H](C)CCC[C@]1(C)CCc2c(C)c(O)c(c(C)c2O1)C)C[C@H](C)CCCC(C)C,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,0
920,c12c(C)c(c(C)c(c2OC(CC1)(COc1ccc(CC2SC([N-]C2=O)=O)cc1)C)C)O,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)[N-]C3=O)cc1)O2,0
921,C1/C=C/[C@@H]([C@@H]([C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]([C@H](/C=C/O[C@@]2(C)Oc3c(c4c(O)c(/C=N/N5CC[NH+](CC5)C)c(c(c4c(c3C)O)O)NC(/C=1C)=O)C2=O)OC)C)O)C,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CC[NH+](C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0
922,C(\c1c2c(c3c(c4c(c(c3O)C)O[C@](O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@H](C)[C@H]([C@H](/C=C/C=C(\C(N2)=O)C)C)O)O)C)OC(=O)C)C)OC)(C4=O)C)c1O)O)=N/N1CC[NH+](CC1)C1CCCC1,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CC[NH+](C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0
923,CO[C@@H]1[C@H]([C@H]([C@H](C)[C@H](O)[C@@H]([C@@H](O)[C@H](/C=C/C=C(\C(NC2C(c3c([O-])c(c4O[C@@](C(c4c3C3C=2[NH2+]C2(N=3)CC[NH+](CC(C)C)CC2)=O)(O/C=C/1)C)C)=O)=O)C)C)C)OC(=O)C)C,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c([O-])c4c(c3C2=O)C2=NC3(CC[NH+](CC(C)C)CC3)[NH2+]C2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,0
924,c12c(n(c(c2CC([O-])=O)C)C(c2ccc(Cl)cc2)=O)ccc(c1)OC,COc1ccc2c(c1)c(CC(=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1,0
925,c1(ccc(CNCCc2c(C)[nH]c3c2cccc3)cc1)/C=C/C(NO)=O,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,1
926,C(#N)c1c(=O)[nH]c(c(-c2ccncc2)c1)C,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,0
927,N1(CCN(CC1)C)Cc1c(C(F)(F)F)cc(NC(c2cc(c(cc2)C)C#Cc2n3c(nc2)cccn3)=O)cc1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,1
928,n1cn(-c2cc(NC(c3ccc(C)c(Nc4nccc(n4)-c4cccnc4)c3)=O)cc(c2)C(F)(F)F)cc1C,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,1
929,c1ncc(cc1)-c1ccnc(n1)Nc1cc(NC(c2ccc(cc2)CN2CCN(CC2)C)=O)ccc1C,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,1
930,C(c1ccc(cc1)C(=O)Nc1cc(Nc2nccc(n2)-c2cnccc2)c(C)cc1)N1CCN(CC1)C.S(=O)(=O)(C)O,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,1
931,C1[C@@H](O[C@@H]2O[C@@H]([C@H]([C@H](O)C2)O)C)[C@H](O)[C@H](O[C@H]1Oc1c(c(c2c(c3C([C@H]([C@@H](Cc3cc2c1)[C@H](OC)C([C@@H](O)[C@@H](C)O)=O)O[C@@H]1O[C@@H]([C@@H](O)[C@H](O[C@@H]2O[C@@H]([C@@H]([C@@H](C2)O[C@H]2C[C@@]([C@H](O)[C@H](O2)C)(O)C)O)C)C1)C)=O)[O-])O)C)C,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c([O-])c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,0
932,c1cc(c(cc1-c1cc(C)c(cc1)N/N=C1/C(c2c(N)cc(S(=O)([O-])=O)cc2C=C1S([O-])(=O)=O)=O)C)N/N=C1/C(c2c(cc(S(=O)(=O)[O-])cc2C=C1S(=O)([O-])=O)N)=O,Cc1cc(-c2ccc(N/N=C3/C(=O)c4c(N)cc(S(=O)(=O)[O-])cc4C=C3S(=O)(=O)[O-])c(C)c2)ccc1N/N=C1/C(=O)c2c(N)cc(S(=O)(=O)[O-])cc2C=C1S(=O)(=O)[O-],0
933,c12c(c(c(CNc3cc(OC)c(OC)c(c3)OC)cc1)C)c(nc(N)n2)N,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,0
934,N(C(=O)c1cc(c(cc1)O)CC=C(C)C)c1c([O-])c2c(oc1=O)c(c(O[C@@H]1OC(C)(C)[C@@H]([C@H]([C@H]1O)OC(=O)N)OC)cc2)C,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c([O-])c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,0
935,CC(C)(NC([C@H]1[NH+](C[C@@H]2[C@@H](CCCC2)C1)C[C@H]([C@H](CSc1ccccc1)NC(=O)c1c(c(ccc1)O)C)O)=O)C,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)C[NH+]1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,0
936,[nH]1c2c(nc1[S@](=O)Cc1c(C)c(OCC(F)(F)F)ccn1)cccc2,Cc1c(OCC(F)(F)F)ccnc1C[S@@](=O)c1nc2ccccc2[nH]1,0
937,n1c([nH]c2c1cccc2)S(=O)Cc1c(c(OCC(F)(F)F)ccn1)C,Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,0
938,C(CCOc1ccnc(c1C)CS(=O)c1[nH]c2c(n1)cccc2)OC,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C,0
939,C(Nc1ccc(C(F)(F)F)cc1)(c1cnoc1C)=O,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,0
940,C1(C([O-])=O)=C(CS[C@H]2N1C(=O)[C@H]2NC([C@H]([NH3+])C1=CCC=CC1)=O)C,CC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)[C@H]([NH3+])C3=CCC=CC3)[C@H]2SC1,0
941,NC(C[C@@H](c1nc(c(C)c(n1)C(N[C@@H]([C@@H](O[C@H]1[C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@@H]([C@@H]2O)OC(=O)N)CO)[C@H]([C@H](O)[C@@H](O1)CO)O)c1c[nH]cn1)C(N[C@@H]([C@@H](O)[C@H](C)C(N[C@H](C(=O)NCCc1scc(-c2scc(n2)C(=O)NCCC[S+](C)C)n1)[C@@H](C)O)=O)C)=O)=O)N)[NH2+]C[C@@H](C(N)=O)N)=O,Cc1c(N)nc([C@H](CC(N)=O)[NH2+]C[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1,0
942,c1ccc2c(c1)c1c(CCN(C1=O)Cc1c(C)[nH]cn1)n2C,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,0
943,C(/N=C(\NC)NCCSCc1c(C)[nH]cn1)#N,CN/C(=N\C#N)NCCSCc1nc[nH]c1C,0
944,n1c(C)c(c([N-]S(=O)(c2ccc(cc2)N)=O)o1)C,Cc1noc([N-]S(=O)(=O)c2ccc(N)cc2)c1C,0
945,c1(onc(C)c1C)N(C(C)=O)S(c1ccc(cc1)N)(=O)=O,CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1,0
946,c1(=O)c(c(oc2c1cccc2C(=O)OCC[NH+]1CCCCC1)-c1ccccc1)C,Cc1c(-c2ccccc2)oc2c(C(=O)OCC[NH+]3CCCCC3)cccc2c1=O,0
947,c1c(cccc1)C1OCC[NH2+]C1C,CC1[NH2+]CCOC1c1ccccc1,0
948,CC(COc1c(cc(-c2nc(C)c(s2)C(=O)[O-])cc1)C#N)C,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)[O-],0
949,Cc1nc(N)c(C[n+]2c(c(sc2)CCO)C)cn1,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,0
950,C1([C@@H](C2=C(C)[C@H](C[C@](O)(C2(C)C)[C@H]([C@@H]2[C@]3(OC(C)=O)CO[C@@H]3C[C@H](O)[C@@]12C)OC(c1ccccc1)=O)OC([C@@H]([C@@H](NC(c1ccccc1)=O)c1ccccc1)O)=O)OC(C)=O)=O,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,1
951,CC1(C2=C(C)[C@H](C[C@@]1(O)[C@@H](OC(c1ccccc1)=O)[C@@H]1[C@@]3(OC(=O)C)[C@H](OC3)C[C@@H]([C@]1(C([C@@H]2O)=O)C)O)OC(=O)[C@H](O)[C@H](c1ccccc1)NC(=O)OC(C)(C)C)C,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,1
952,CO[C@@H]1C2C([C@](O)([C@@H](OC(=O)c3ccccc3)[C@@H]3[C@]4(OC(=O)C)CO[C@@H]4C[C@@H]([C@@]3(C)C1=O)OC)C[C@H](OC(=O)[C@@H]([C@H](c1ccccc1)NC(OC(C)(C)C)=O)O)C=2C)(C)C,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,0
953,[O-]C(=O)CC/C(=C/Cc1c(c2C(=O)OCc2c(C)c1OC)[O-])C,COc1c(C)c2c(c([O-])c1C/C=C(\C)CCC(=O)[O-])C(=O)OC2,0
954,c1(C)c2c(C(OC2)=O)c(c(C/C=C(\C)CCC(=O)OCC[NH+]2CCOCC2)c1OC)[O-],COc1c(C)c2c(c([O-])c1C/C=C(\C)CCC(=O)OCC[NH+]1CCOCC1)C(=O)OC2,0
955,Fc1c(N2CC([NH2+]CC2)C)cc2c(c1C)c(=O)c(C(=O)[O-])cn2C1CC1,Cc1c(F)c(N2CC[NH2+]C(C)C2)cc2c1c(=O)c(C(=O)[O-])cn2C1CC1,0
956,c12[nH]c(c(c1C)C(C)O)cc1C(C)=C(CCC([O-])=O)c(cc3nc(C(C)=C3CCC([O-])=O)cc3c(c(C(C)OC(C)c4c(c5cc6[nH]c(c(C)c6C(C)O)cc6C(=C(CCC([O-])=O)c(cc7C(CCC(=O)[O-])=C(c(cc4[nH]5)n7)C)n6)C)C)c([nH]3)c2)C)n1,CC1=C(CCC(=O)[O-])c2cc3nc(cc4[nH]c(cc5[nH]c(cc1n2)c(C)c5C(C)O)c(C)c4C(C)OC(C)c1c(C)c2cc4nc(cc5nc(cc6[nH]c(cc1[nH]2)c(C)c6C(C)O)C(C)=C5CCC(=O)[O-])C(CCC(=O)[O-])=C4C)C(C)=C3CCC(=O)[O-],0
957,C1(C(=O)OC)[C@H]([C@]2(C)C(=CC=1)c1cc3nc(C(=C3C)C=C)cc3c(C)c(CCC(=O)[O-])c(cc4C(=C(c(cc2[nH]1)n4)C)CCC(=O)OC)[nH]3)C(OC)=O,C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)[O-])C(CCC(=O)OC)=C4C)[C@@]1(C)C3=CC=C(C(=O)OC)[C@H]1C(=O)OC,0
958,CC([C@@]1(OC(=O)C)CC[C@H]2[C@H]3[C@@H]([C@]4(CCC(=O)C=C4C(=C3)C)C)CC[C@]12C)=O,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0
959,n1cc(C)c[nH]1,Cc1cn[nH]c1,0
960,c1ccc2/C(=C/c3[nH]c(C)cc3C)C(=O)Nc2c1,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,0
961,C(/C=C/C=C(/C=C/c1c(c(c(OC)cc1C)C)C)C)(=C\C([O-])=O)C,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)[O-])c(C)c1C,0
962,[NH+]1=C(NCC1)Cc1c(cc(C(C)(C)C)c(c1C)O)C,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=[NH+]CCN1,0
963,Cc1c(Br)c(c(NC(C[NH+](CC(=O)[O-])CC(=O)[O-])=O)c(c1)C)C,Cc1cc(C)c(NC(=O)C[NH+](CC(=O)[O-])CC(=O)[O-])c(C)c1Br,0
964,Cc1c(OC(=O)C)c(cc(OCC(O)C[NH2+]C(C)C)c1C)C,CC(=O)Oc1c(C)cc(OCC(O)C[NH2+]C(C)C)c(C)c1C,0
965,C(Sc1n(nnn1)C)C1=C(C([O-])=O)N2C(=O)[C@H]([C@H]2SC1)NC([C@H](NC(c1c(O)cc(C)nc1)=O)c1ccc(cc1)O)=O,Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1,0
966,c1cc(ccc1)-n1c(c(cc1C)/C=C/c1[n+](C)c2ccc(N(C)C)cc2cc1)C,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,0
967,c12c(c(cc(OP(=O)([O-])[O-])c1cccc2)C)OP([O-])(=O)[O-],Cc1cc(OP(=O)([O-])[O-])c2ccccc2c1OP(=O)([O-])[O-],0
968,N1CC(OC1=O)COc1cc(cc(c1)C)C,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,0
969,c1(ccnc(Nc2ccc(C#N)cc2)n1)Nc1c(C)cc(/C=C/C#N)cc1C,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,0
970,c1(c(Oc2c(c(nc(Nc3ccc(cc3)C#N)n2)N)Br)c(C)cc(C#N)c1)C,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,0
971,C1CCCCC1c1cc(cc(=O)n1[O-])C,Cc1cc(C2CCCCC2)n([O-])c(=O)c1,0
972,c1c(C(c2ccccc2)(OC)[C@H](Oc2nc(cc(C)n2)C)C([O-])=O)cccc1,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)[O-],0
973,O=C(c1cc(on1)C)NNCc1ccccc1,Cc1cc(C(=O)NNCc2ccccc2)no1,0
974,O=C1C=C(C(c2ccccc12)=O)C,CC1=CC(=O)c2ccccc2C1=O,0
975,c1c(oc2c(c3c(cc21)c(cc(o3)=O)C)C)C,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,0
976,O=C([O-])c1ccc(C(=C)c2cc3C(C)(C)CCC(C)(c3cc2C)C)cc1,C=C(c1ccc(C(=O)[O-])cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,0
977,c1c(C)c(cc2nc3c([nH]c(=O)nc-3n(C[C@@H]([C@H](O)[C@H](O)CO)O)c12)=O)C,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,0
978,c1c2c(n(c3nc(=O)[nH]c(=O)c-3n2)C[C@@H]([C@H](O)[C@@H](COP([O-])(=O)[O-])O)O)cc(C)c1C,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C,0
979,c1nc2cc(C)c(cc2n1[C@H]1O[C@H](CO)[C@H]([C@H]1O)OP(=O)(O[C@@H](C)CNC(=O)CC[C@@]1([C@@H](CC(N)=O)C2N=C1/C(=C1\N=C(C(C)(C)[C@@H]1CCC(=O)N)/C=C1/[C@H]([C@](/C(N1)=C(\C)C1=N[C@@]2([C@@](C)(CC(=O)N)[C@@H]1CCC(N)=O)C)(C)CC(N)=O)CCC(N)=O)C)C)[O-])C,C/C1=C2/N=C(/C=C3\N/C(=C(/C)C4=N[C@@](C)(C5N=C1[C@](C)(CCC(=O)NC[C@H](C)OP(=O)([O-])O[C@H]1[C@@H](O)[C@@H](n6cnc7cc(C)c(C)cc76)O[C@@H]1CO)[C@H]5CC(N)=O)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]2CCC(N)=O,0
980,O=C(C[C@H]1[C@H]2N3C4[C@]1(C)CCC(=O)NC[C@@H](C)OP([O-])(=O)O[C@H]1[C@@H](O)[C@H](O[C@@H]1CO)n1c5cc(c(cc5n(c1)->[Co+]153(<-N3=C([C@@H](CCC(N)=O)[C@@](C)(C3=C(C)C3[C@H]([C@](C)(CC(N)=O)[C@@]2(C)N=3->1)CCC(=O)N)CC(N)=O)C=C1C(C)([C@H](CCC(=O)N)C(C=4C)=N->51)C)O)C)C)N,CC1=C2N3[Co+]456(O)<-N7=C1[C@@H](CCC(N)=O)C(C)(C)C7=CC1=N->4C(=C(C)C4=N->5[C@@](C)([C@H]3[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@@H](n3cn->6c5cc(C)c(C)cc53)O[C@@H]2CO)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]1CCC(N)=O,0
981,[C@H]1(CCC(N)=O)[C@@](C)([C@]2(N3=C1C(C)=C1N4=C(C=C5N6=C([C@H](C5(C)C)CCC(N)=O)C(=C5N7[Co]<-4<-3<-6(<-n3c4cc(C)c(cc4n(c3)[C@H]3O[C@H](CO)[C@H]([C@H]3O)OP(O)(=O)O[C@@H](CNC(CC[C@]5(C)[C@H]([C@H]27)CC(=O)N)=O)C)C)C#N)C)[C@@H](CCC(N)=O)[C@]1(C)CC(N)=O)C)CC(=O)N,CC1=C2N3[Co]456(C#N)<-N7=C1[C@@H](CCC(N)=O)C(C)(C)C7=CC1=N->4C(=C(C)C4=N->5[C@@](C)([C@H]3[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)(O)O[C@H]2[C@@H](O)[C@@H](n3cn->6c5cc(C)c(C)cc53)O[C@@H]2CO)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]1CCC(N)=O,0
