,rand_smi,cano_smi,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
3152,O=P(OC)(O)OP(=O)(OC)O,COP(=O)(O)OP(=O)(O)OC,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
3153,C(OCCCN)C(CC)CCCC,CCCCC(CC)COCCCN,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0
3154,c1cc(ccc1OC)C=CC(=O)OCC(CCCC)CC,CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3155,C(COCC(CCCC)CC)C#N,CCCCC(CC)COCCC#N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3156,c1cccc(c1)OP(=O)(OCC(CCCC)CC)Oc1ccccc1,CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
3157,C(NCCCCCCNCCc1ccccc1)Cc1ccc(O)c(O)c1,Oc1ccc(CCNCCCCCCNCCc2ccccc2)cc1O,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
3158,N(N(C(NC1CCCCC1)=O)CCCl)=O,O=NN(CCCl)C(=O)NC1CCCCC1,,,,,,,,0.0,,0.0,,
3159,c1(cccc(Cl)c1OC(C1NCCN=1)C)Cl,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,,,,,,,,,,0.0,,
3160,C1CC(=O)C=C2CC[C@H]3[C@H]4[C@](C)(CC[C@@H]3[C@H]21)[C@@](OC(=O)CCCCCC)(CC4)C#C,C#C[C@]1(OC(=O)CCCCCC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,1.0,1.0,0.0,,1.0,1.0,0.0,,0.0,,1.0,
3161,C(CC)Cc1n(c(c(n1)Cl)CO)Cc1ccc(cc1)-c1c(cccc1)-c1[nH]nnn1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0
3162,c1(c(cccc1)Cl)C1=NC(O)C(=O)Nc2c1cc(cc2)Cl,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
3163,C1(c2c(CCc3cccnc13)cc(cc2)Cl)=C1CCN(C(OCC)=O)CC1,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,,,1.0
3164,C([O-])(=O)c1c(Cl)cccc1Sc1nc(OC)cc(OC)n1,COc1cc(OC)nc(Sc2cccc(Cl)c2C(=O)[O-])n1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3165,c1c(ccc(c1)OP(SCCC)(=S)OCC)SC,CCCSP(=S)(OCC)Oc1ccc(SC)cc1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
3166,CC(C1(NC(=NC1=O)c1ncc(cc1C(=O)O)C)C)C,Cc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
3167,c1cc(c(cc1Cl)C)OCC(=O)[O-],Cc1cc(Cl)ccc1OCC(=O)[O-],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3168,c1c(NC(=O)CS)cccc1,O=C(CS)Nc1ccccc1,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1.0
3169,c1(c(OC)ccc(c1)CCN(CCCC(C#N)(c1ccc(OC)c(OC)c1)C(C)C)C)OC,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0
3170,[Si](C)(O[Si](C)(C)C)(C)C,C[Si](C)(C)O[Si](C)(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3171,CC(C)(C)CC(C)=C,C=C(C)CC(C)(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3172,C(=C(C)C)C(C)(C)C,CC(C)=CC(C)(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3173,[C@@H]1([C@H]2SCC(COC(=O)C)=C(N2C1=O)C(O)=O)NC(Cc1ccccc1)=O,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3ccccc3)[C@H]2SC1,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
3174,c1cc(C(N2CCOCC2)=S)cc(OC)c1O,COc1cc(C(=S)N2CCOCC2)ccc1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3175,n1c[nH]c2c1c(=O)n(c([nH]2)=N)C,Cn1c(=N)[nH]c2[nH]cnc2c1=O,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3176,C1([C@H](O)[C@@H](O)[C@@H](CO1)O)Nc1ccc(cc1)C(O)=O,O=C(O)c1ccc(NC2OC[C@@H](O)[C@H](O)[C@H]2O)cc1,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0
3177,C(Oc1ccc(s1)CCNS(c1ccccc1)(=O)=O)C(O)=O,O=C(O)COc1ccc(CCNS(=O)(=O)c2ccccc2)s1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
3178,O(C)c1c(OC)cc2c(c1)[nH]c([nH]c2=O)=O,COc1cc2[nH]c(=O)[nH]c(=O)c2cc1OC,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3179,c1(ccccc1)[C@H]1N=C(O)N([C@H]1C)C,C[C@H]1[C@@H](c2ccccc2)N=C(O)N1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3180,c1(Cl)c(C(CC(=O)OCC)=O)cc(c(n1)Cl)F,CCOC(=O)CC(=O)c1cc(F)c(Cl)nc1Cl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3181,C(C)C(C=O)CC,CCC(C=O)CC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3182,c1ccc(c(c1)C(NC(=O)C)=O)O,CC(=O)NC(=O)c1ccccc1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3183,C1CN(C(C1)C(=O)Nc1c(C)cc(C)cc1C)CCCC,CCCCN1CCCC1C(=O)Nc1c(C)cc(C)cc1C,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3184,C1(Br)CCC(CC1Br)C(CBr)Br,BrCC(Br)C1CCC(Br)C(Br)C1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0
3185,c1c(cccc1-n1ncc(NC)c(c1=O)Cl)C(F)(F)F,CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3186,c1(Br)c(Br)c(Br)c(Br)c(c1)Oc1c(c(c(c(Br)c1)Br)Br)Br,Brc1cc(Oc2cc(Br)c(Br)c(Br)c2Br)c(Br)c(Br)c1Br,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3187,C(C(Br)=C(Br)CO)O,OCC(Br)=C(Br)CO,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
3188,C(=C/CBr)\CBr,BrC/C=C/CBr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
3189,C(#N)C(Br)Br,N#CC(Br)Br,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3190,CC(C)(C)c1oc(n(n1)-c1c(Cl)cc(Cl)c(c1)OC(C)C)=O,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,0.0,0.0,,,,0.0,,1.0,0.0,,1.0,0.0
3191,c1([N+](=O)[O-])c(c(cc(c1)S(=O)(N)=O)[N+](=O)[O-])N(CCC)CCC,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],0.0,1.0,0.0,,,0.0,,,0.0,0.0,1.0,
3192,C1C(C=C(C(=O)C=1I)I)=C(c1cc(I)c(O)c(I)c1)c1c(C(O)=O)cccc1,O=C1C(I)=CC(=C(c2cc(I)c(O)c(I)c2)c2ccccc2C(=O)O)C=C1I,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,1.0,
3193,C(CCCC)CCCCCCCCCCCCC[N+](CCC[Si](OC)(OC)OC)(C)C,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCC[Si](OC)(OC)OC,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0
3194,N#CC(=C)CCC#N,C=C(C#N)CCC#N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3195,c1cc(Oc2cccc(c2)CBr)ccc1,BrCc1cccc(Oc2ccccc2)c1,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,,0.0
3196,c1c(O)c2c(cc1)CC(O2)(C)C,CC1(C)Cc2cccc(O)c2O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3197,SC1CCCCC1,SC1CCCCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3198,O(CCOCCO)CCOCCOCCCC,CCCCOCCOCCOCCOCCO,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3199,O=S(CCO)([O-])=O,O=S(=O)([O-])CCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3200,c1(O)ccccc1C(Oc1ccc(cc1)C)=O,Cc1ccc(OC(=O)c2ccccc2O)cc1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3201,C(S(=O)([O-])=O)C(O)COCC=C,C=CCOCC(O)CS(=O)(=O)[O-],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3202,C([O-])(=O)[C@@H](N)Cc1cc(c(c(c1)I)Oc1ccc(O)c(I)c1)I,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-],0.0,0.0,1.0,0.0,1.0,,,,0.0,0.0,,0.0
3203,C(/C(SSCCC(SC(=O)C)CCCCC(OC)=O)=C(/C)N(Cc1c(N)nc(C)nc1)C=O)CO,COC(=O)CCCCC(CCSS/C(CCO)=C(\C)N(C=O)Cc1cnc(C)nc1N)SC(C)=O,,,,,,,,0.0,,0.0,,
3204,O=c1oc2c(c(c1)C)ccc(O[C@H]1[C@H](O)[C@H]([C@H](O)CS1)O)c2,Cc1cc(=O)oc2cc(O[C@@H]3SC[C@@H](O)[C@H](O)[C@H]3O)ccc12,,,,,,,,0.0,,0.0,,
3205,c1cc(c(cc1C)N)OC,COc1ccc(C)cc1N,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3206,N(C(c1ccc(cc1)C=O)=O)C(C)C,CC(C)NC(=O)c1ccc(C=O)cc1,,,,,,,,0.0,,0.0,,
3207,n1cc(ccc1)C(=O)OCCOCCCC,CCCCOCCOC(=O)c1cccnc1,,,,,,,,0.0,,0.0,,
3208,O=[N+]([O-])c1ccc(c2O[Hg]c12)C,Cc1ccc([N+](=O)[O-])c2c1O[Hg]2,,,,,,,,,,1.0,,
3209,O(C)c1cc(cc(c1OC)OC)CC#N,COc1cc(CC#N)cc(OC)c1OC,,,,,,,,0.0,,0.0,,
3210,C(OC(C)=O)[C@H]1O[C@H]([C@H](OC(C)=O)[C@@H]1OC(C)=O)OC(C)=O,CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,,,,,,,,0.0,,0.0,,
3211,C1CC2[C@](C)(C=CC(C=2)=O)C2([C@@H]1[C@@H]1C[C@H](C)[C@]([C@@]1(C)C[C@@H]2O)(OC(=O)CC)C(COC)=O)F,CCC(=O)O[C@]1(C(=O)COC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3(F)[C@@H](O)C[C@@]21C,,,,,,,,0.0,,0.0,,
3212,c1c(C(O)=O)c(ccc1)C(=O)OC(C)(CC)C#C,C#CC(C)(CC)OC(=O)c1ccccc1C(=O)O,,,,,,,,0.0,,0.0,,
3213,C(Oc1c(/C(n2ccnc2)=C\SC)cccc1)CCCC,CCCCCOc1ccccc1/C(=C\SC)n1ccnc1,,,,,,,,1.0,,1.0,,
3214,c1cc(C([O-])=O)c(S[Hg]CC)cc1,CC[Hg]Sc1ccccc1C(=O)[O-],0.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0
3215,C=C(C)C(=O)O,C=C(C)C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3216,c1cc(c(cc1)/C=N/C(C/N=C/c1ccccc1O)C)O,CC(C/N=C/c1ccccc1O)/N=C/c1ccccc1O,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
3217,c1cccc2c1Sc1ccccc1N2CC1CCN(C)C1,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0
3218,ClC(=C[C@@H]1[C@@H](C1(C)C)C(O[C@H](c1cc(ccc1)Oc1ccccc1)C#N)=O)Cl,CC1(C)[C@H](C=C(Cl)Cl)[C@@H]1C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0
3219,c1c(c(c(cc1C(O)=O)Br)O)Br,O=C(O)c1cc(Br)c(O)c(Br)c1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3220,C(CC(COC(=O)c1ccccc1)CC)CC,CCCCC(CC)COC(=O)c1ccccc1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3221,c1(c(cc(O)c(C)c1O)C)C(=O)OC,COC(=O)c1c(C)cc(O)c(C)c1O,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0
3222,O=C1CCCC(CCCCC)O1,CCCCCC1CCCC(=O)O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3223,c1(C#N)ccc(cc1)C(O)=O,N#Cc1ccc(C(=O)O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3224,c1c(CCN)n[nH]c1,NCCc1cc[nH]n1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3225,C1CN(CCN1)c1c(cc2c(n(cc(c2=O)C(O)=O)C2CC2)c1)F,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
3226,c1cc([C@](C)(OCC[C@@H]2N(CCC2)C)c2ccccc2)ccc1Cl,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
3227,C1CN(CCC1)CCOC(=O)c1c2oc(c(C)c(c2ccc1)=O)-c1ccccc1,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3228,Nc1cc(c(C(=O)NC2CCN(Cc3ccccc3)CC2)cc1Cl)OC,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3229,N(C(OCC)=O)c1ccc2c(N(c3c(S2)cccc3)C(CCN2CCOCC2)=O)c1,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0
3230,[C@H]1(C[C@H]1N)c1ccccc1,N[C@@H]1C[C@H]1c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3231,C(Cc1ccccc1)(C)(NC)C.CC(NC)(C)Cc1ccccc1,CNC(C)(C)Cc1ccccc1.CNC(C)(C)Cc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3232,C(CN(C)C)CN1c2ccccc2Sc2c1cc(cc2)C(C)=O,CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3233,C(c1ccccc1)N(CC1=NCCN1)c1ccccc1,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3234,FC(S(N)(=O)=O)(F)C(F)(C(C(F)(C(F)(C(C(F)(F)C(F)(F)F)(F)F)F)F)(F)F)F,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,,0.0,,0.0,1.0,0.0,,0.0,1.0,1.0,1.0
3235,C(C)(c1c(c(C(C)(C)C)cc(C(C)CC)c1)O)(C)C,CCC(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3236,CC(CCCC(C)(O)C)C=C,C=CC(C)CCCC(C)(C)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3237,c1(cc(ccc1)C)C#N,Cc1cccc(C#N)c1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
3238,CC(C)(C)CC(c1ccc(Nc2ccc(C(C)(CC(C)(C)C)C)cc2)cc1)(C)C,CC(C)(C)CC(C)(C)c1ccc(Nc2ccc(C(C)(C)CC(C)(C)C)cc2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3239,c1(c(N)cccc1)C,Cc1ccccc1N,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3240,C(c1cccc(CN)c1)N,NCc1cccc(CN)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3241,O(C)C(CCC(OC)=O)=O,COC(=O)CCC(=O)OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3242,COP(O)(OC)=O,COP(=O)(O)OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3243,CNC(=O)NC,CNC(=O)NC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3244,Cl[Dy](Cl)Cl,Cl[Dy](Cl)Cl,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
3245,c12c3n(cc(c(c3cc(F)c2)=O)C(=O)O)C(C)CC1,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3246,OC(=O)CCNC(c1ccccc1)=O,O=C(O)CCNC(=O)c1ccccc1,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3247,C1CN(CCN1c1ccccc1)CC(O)CO,OCC(O)CN1CCN(c2ccccc2)CC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3248,O(CCC)c1cc2nc([nH]c2cc1)NC(OC)=O,CCCOc1ccc2[nH]c(NC(=O)OC)nc2c1,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0
3249,c12C(=Cc3c(cc(C)[nH]3)C)C(=O)Nc2cccc1,Cc1cc(C)c(C=C2C(=O)Nc3ccccc32)[nH]1,0.0,,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,
3250,N(C([C@H]1N(C)C[C@@H](C1)CCC)=O)[C@H]([C@@H](Cl)C)[C@@H]1[C@H](O)[C@@H]([C@@H](O)[C@@H](SC)O1)O,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
3251,C(c1cc(c(O)co1)=O)O,O=c1cc(CO)occ1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3252,c1(Cl)ccc(Cl)c(-c2nc(nc(n2)N)N)c1,Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3253,c1cccc2cccc(NC(N)=S)c12,NC(=S)Nc1cccc2ccccc12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3254,c1(cc2c(cccc2)cc1)Nc1ccc(Nc2cc3c(cccc3)cc2)cc1,c1ccc2cc(Nc3ccc(Nc4ccc5ccccc5c4)cc3)ccc2c1,0.0,,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
3255,c1ccc2ccccc2c1,c1ccc2ccccc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3256,c1c(C)nc2n(CC)cc(c(=O)c2c1)C(O)=O,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3257,c1ccc2c(c1)CCCC2c1ccc(cc1)OC(C)(C(=O)O)C,CC(C)(Oc1ccc(C2CCCc3ccccc32)cc1)C(=O)O,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,,0.0,0.0
3258,C(OS(C)(=O)=O)CCCOS(=O)(=O)C,CS(=O)(=O)OCCCCOS(C)(=O)=O,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3259,c1cc(NCCN)c2ccccc2c1,NCCNc1cccc2ccccc12,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
3260,c1c2c(N)cccc2c(cc1)N,Nc1cccc2c(N)cccc12,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3261,c1cccc2c(CC(=O)O)cccc21,O=C(O)Cc1cccc2ccccc12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3262,O=C(N)Cc1cccc2ccccc12,NC(=O)Cc1cccc2ccccc12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
3263,C(CC)(CC)O[C@H]1[C@H](NC(=O)C)[C@@H](N)CC(=C1)C(OCC)=O,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
3264,S(SCCC)CCC,CCCSSCCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3265,[Cu+2].c12cc3c(C=C)c(c(cc4nc(c(CC([O-])=O)c5c(C([O-])=O)c(c(cc(n2)C(CC)=C1C)[n-]5)C)C(CCC([O-])=O)C4C)[n-]3)C,C=Cc1c(C)c2cc3nc(c(CC(=O)[O-])c4[n-]c(cc5nc(cc1[n-]2)C(C)=C5CC)c(C)c4C(=O)[O-])C(CCC(=O)[O-])C3C.[Cu+2],0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
3266,CN1CC(CCCC1)(CC)c1cc(O)ccc1,CCC1(c2cccc(O)c2)CCCCN(C)C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3267,NC[C@H](CC(O)=O)CC(C)C,CC(C)C[C@H](CN)CC(=O)O,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0
3268,O=C(CC)NCCC1CCc2c1c1CCOc1cc2,CCC(=O)NCCC1CCc2ccc3c(c21)CCO3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,0.0
3269,O[C@H]1[C@@H]([C@@H](CN)O[C@@H]([C@@H]1N)O[C@H]1[C@@H](C(O)[C@@H](C[C@@H]1N)N)O[C@H]1[C@@H]([C@H](O)[C@@H](CO)O1)O)O,NC[C@H]1O[C@H](O[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C(O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3270,c12c(nc3-c4n(c(=O)c5c([C@@](CC)(C(OC5)=O)O)c4)Cc3c1CC)ccc(c2)OC(=O)N1CCC(CC1)N1CCCCC1,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,0.0,0.0,0.0,,,0.0,,,0.0,0.0,1.0,1.0
3271,c1c(OCCN(CC)CC)cc2c(-c3c(cc(OCCN(CC)CC)cc3)C2=O)c1,CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2,,,,,,,,,,0.0,,
3272,C1CCC(CCCCCCCCCCCCC(Nc2ccc(S(=O)(=O)c3ccc(cc3)NC(CCCCCCCCCCCCC3CCCC3)=O)cc2)=O)C1,O=C(CCCCCCCCCCCCC1CCCC1)Nc1ccc(S(=O)(=O)c2ccc(NC(=O)CCCCCCCCCCCCC3CCCC3)cc2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
3273,c1(c(cc(C(Cl)=C(Cl)Cl)c(S(N)(=O)=O)c1)N)S(=O)(=O)N,Nc1cc(C(Cl)=C(Cl)Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
